AT,V,AP,RH,PE
0.751275,0.704626,0.16877,0.591153,427.42
0.367139,0.42331,0.684732,0.733378,467.72
0.770255,0.807117,0.411284,0.565147,437.55
0.459207,0.43452,0.271467,0.999062,451.41
0.275921,0.271174,0.533284,0.824397,475.14
0.382436,0.487367,0.799802,0.397587,460.77
0.298867,0.220107,0.704529,0.534718,470.39
0.499717,0.597687,0.616184,0.910188,445.1
0.715014,0.754982,0.447909,0.614075,443.89
0.224363,0.264413,0.460035,0.835389,481.42
0.263456,0.216014,0.514477,0.644906,473.32
0.31728,0.288612,0.691166,0.708445,464.64
0.28187,0.27758,0.750557,0.747319,475.18
0.446742,0.253915,0.295719,0.735523,467.33
0.728895,0.463879,0.480327,0.392225,439.8
0.792635,0.921886,0.415491,0.515282,432.84
0.34051,0.264057,0.504578,0.869705,465.53
0.856657,0.923132,0.375402,0.556702,432.49
0.745892,0.91637,0.193269,0.597989,434.68
0.915014,0.857651,0.343479,0.272922,432.78
0.595467,0.808363,0.333333,0.891555,438
0.544759,0.392705,0.352883,0.526273,450.27
0.299717,0.273843,0.573125,0.755362,475.96
0.733428,0.834164,0.448651,0.563539,434.56
0.419547,0.26032,0.350903,0.691421,463.74
0.664589,0.742171,0.332838,0.546783,445.81
0.218414,0.282918,0.684484,0.860188,475.44
0.451275,0.586655,0.51126,0.753887,446.01
0.59745,0.425979,0.261321,0.742493,441.77
0.369688,0.31637,0.651324,0.986327,461.14
0.705382,0.72758,0.376639,0.720107,435.41
0.328895,0.311388,0.519426,0.798525,473.27
0.68017,0.836833,0.260084,0.814611,432.98
0.37762,0.335409,0.670131,0.781501,463.1
0.236827,0.281317,0.635734,0.833244,478.04
0.726062,0.715836,0.442217,0.577882,441.08
0.626912,0.673488,0.510517,0.771582,440.15
0.661473,0.871352,0.536006,0.685523,436.15
0.313598,0.309253,0.825538,0.656568,470.89
0.851558,0.746619,0.513734,0.149196,435.47
0.577054,0.713523,0.5902,0.381501,447.92
0.215297,0.2879,0.658005,0.759115,481.59
0.293484,0.271174,0.512249,0.845308,473.76
0.814731,0.789146,0.397179,0.461528,439.38
0.746459,0.811744,0.386538,0.624129,435.04
0.224079,0.321174,0.578075,0.681367,474.1
0.285836,0.245552,0.585004,0.791287,477.75
0.149858,0.291459,0.726553,0.87815,484.12
0.273654,0.265302,0.309329,0.694906,479.44
0.747309,0.748932,0.521653,0.324397,434.77
0.224929,0.201068,0.824548,0.597319,479.45
0.162606,0.325445,0.648354,0.484584,481.61
0.512465,0.554626,0.683742,0.703619,456.48
0.301416,0.270463,0.617421,0.549062,477.41
0.207932,0.253559,0.624103,0.666622,474.88
0.356091,0.272242,0.580302,0.895576,463.1
0.689802,0.75694,0.319723,0.475335,444.06
0.589802,0.36032,0.52586,0.636729,457.88
0.813031,0.808363,0.288542,0.408713,428.79
0.690935,0.617616,0.540955,0.453753,440.89
0.678754,0.777224,0.414996,0.535255,445.35
0.366289,0.340036,0.876021,0.567158,462.92
0.430878,0.346797,0.531799,0.497319,459.98
0.449575,0.494662,0.499876,0.767158,456.86
0.2017,0.268683,0.64687,0.609115,472.77
0.217564,0.272776,0.549369,0.881367,476.67
0.613881,0.847509,0.413759,0.839142,437.1
0.591501,0.424377,0.48874,0.285121,449.01
0.307082,0.337722,0.656026,0.615147,468.8
0.311048,0.343772,0.732987,0.991823,465.75
0.31728,0.281317,0.603069,0.67882,469.48
0.820113,0.779004,0.364761,0.612332,431.67
0.587819,0.392705,0.342242,0.392225,448.65
0.535127,0.58363,0.589953,0.571448,453.22
0.546176,0.454448,0.483296,0.583512,456.09
0.695184,0.606406,0.476862,0.511662,443.73
0.943059,0.763523,0.348181,0.240617,426.3
0.357507,0.229893,0.541203,0.726542,467.12
0.411048,0.323843,0.532294,0.458579,463.57
0.294618,0.271886,0.678545,0.781233,464.03
0.858924,0.79395,0.505073,0.406032,431.84
0.676204,0.8,0.400643,0.870241,431.32
0.639943,0.656584,0.463499,0.597051,439.06
0.130312,0.274911,0.833457,0.910858,484.49
0.611048,0.706406,0.525365,0.453083,443.8
0.804533,0.889146,0.231378,0.551609,431.46
0.596884,0.442527,0.57461,0.512198,458.08
0.741643,0.82242,0.440238,0.582172,435.99
0.402266,0.432028,0.828013,0.699598,457.8
0.829178,0.608719,0.442217,0.468231,442.88
0.602833,0.794662,0.437763,0.700938,443.27
0.544476,0.777402,0.229646,0.667426,444.35
0.290085,0.435409,0.38728,0.932306,454.18
0.366006,0.514947,0.590448,0.557239,463.63
0.871105,0.76121,0.275427,0.127078,425.11
0.146742,0.261744,0.542935,0.386059,490.11
0.482436,0.274555,0.304133,0.896783,459.96
0.123796,0.285053,0.676565,0.748257,490.81
0.337394,0.435409,0.346201,0.856971,463.65
0.783853,0.603381,0.447909,0.344102,440.72
0.355241,0.249644,0.495669,0.762064,470.53
0.500283,0.32153,0.464489,0.594772,451.38
0.711331,0.850712,0.45855,0.68874,431.29
0.689802,0.795018,0.414254,0.638874,432.56
0.508782,0.42758,0.646622,0.877614,451.05
0.711331,0.659786,0.450384,0.606434,437.99
0.728895,0.89395,0.627815,0.433378,440.87
0.479887,0.280071,0.224697,0.4563,458.31
0.693484,0.762989,0.44098,0.688874,429.71
0.71813,0.716192,0.527592,0.299866,441.33
0.401983,0.245552,0.581044,0.697989,468.49
0.242776,0.220107,0.707993,0.663003,475.02
0.806799,0.868327,0.392972,0.665818,431.39
0.648159,0.825089,0.426627,0.602949,436.78
0.349858,0.276335,0.442712,0.768097,471.15
0.231161,0.26032,0.425637,0.930831,477.31
0.570822,0.463879,0.3561,0.863271,442.87
0.867422,0.764235,0.425637,0.223324,439.75
0.741643,0.792349,0.520911,0.34437,435.79
0.46289,0.349644,0.499134,0.627882,455.21
0.198867,0.323843,0.544667,0.750536,482.43
0.702833,0.800712,0.30339,0.796649,441.28
0.882436,0.764235,0.433061,0.224799,443.57
0.647592,0.769573,0.44098,0.427748,450.64
0.715297,0.802669,0.349171,0.62748,430.82
0.656941,0.789146,0.404355,0.742091,438.38
0.386969,0.2379,0.20391,0.697721,467.96
0.44051,0.282384,0.128434,0.508043,459.1
0.787819,0.794662,0.425637,0.235121,439.35
0.332295,0.272776,0.568176,0.696917,471.05
0.643343,0.601246,0.523138,0.660456,439.55
0.224363,0.234875,0.601089,0.485925,479.78
0.532295,0.707473,0.560257,0.616756,452.86
0.661473,0.760142,0.445434,0.597855,435.78
0.53966,0.68274,0.38728,0.955362,440.42
0.240793,0.349644,0.631774,0.913003,473.74
0.525779,0.785053,0.449146,0.787534,445.81
0.446742,0.347687,0.683742,0.61555,459.78
0.488102,0.47153,0.622618,0.716488,458.64
0.667705,0.825089,0.422668,0.630563,434.44
0.878187,0.921886,0.402871,0.369571,430.53
0.498584,0.746619,0.481317,0.713673,446.71
0.564306,0.777402,0.208364,0.818767,439.01
0.58017,0.561032,0.532047,0.795308,441.9
0.781303,0.814591,0.447414,0.379625,430.5
0.517564,0.582918,0.560257,0.741019,455.85
0.416431,0.47153,0.729522,0.745576,442.48
0.35864,0.313701,0.417966,0.879223,469
0.440793,0.270285,0.205395,0.614745,460.97
0.431161,0.331495,0.707993,0.760858,460.25
0.68272,0.742171,0.316011,0.463271,441.74
0.119547,0.274377,0.807721,0.980161,480.36
0.852408,0.85516,0.443702,0.469437,432.27
0.516147,0.39306,0.399654,0.697051,450.6
0.833428,0.770641,0.31997,0.355764,436.58
0.33966,0.35089,0.769611,0.726005,466.71
0.388385,0.29484,0.74437,0.366756,471.97
0.619547,0.461566,0.469438,0.612332,451.67
0.607365,0.8,0.405593,0.817158,437.96
0.645042,0.420996,0.394952,0.720643,442.47
0.183853,0.194662,0.571146,0.469973,480.58
0.211331,0.296441,0.282108,0.931501,474.93
0.388385,0.311388,0.549369,0.776408,467.12
0.818697,0.762989,0.328137,0.115147,429.41
0.273654,0,0.380599,0.936193,469.51
0.813031,0.811032,0.365009,0.453887,430.91
0.69745,0.731673,0.283841,0.406702,435.59
0.76034,0.8,0.385301,0.436595,433.45
0.554391,0.424377,0.485028,0.37815,449.66
0.514448,0.602313,0.618164,0.776139,450.41
0.497734,0.525623,0.598614,0.601877,454.1
0.452125,0.342349,0.595892,0.384584,460.13
0.148159,0.291459,0.718139,0.84437,488.99
0.807082,0.785587,0.467953,0.333378,431.12
0.371105,0.319929,0.550854,0.75067,461.27
0.709915,0.780605,0.490473,0.388472,433.89
0.483003,0.463879,0.430092,0.810188,446.91
0.53711,0.32758,0.442217,0.503485,453.46
0.294334,0.345374,0.637219,0.67748,469.41
0.406799,0.292349,0.31898,0.713673,454.72
0.279887,0.185053,0.646622,0.402681,471.72
0.208499,0.27242,0.64687,0.544906,487.33
0.255241,0.296441,0.077704,0.989008,475.46
0.60255,0.410142,0.384806,0.76126,443.5
0.309632,0.245018,0.378619,0.928284,468.57
0.709348,0.56637,0.371443,0.462198,438.01
0.754391,0.78363,0.274437,0.642761,433.44
0.345892,0.311388,0.939619,0.573727,467.29
0.361473,0.292349,0.364266,0.767962,457.21
0.384986,0.272776,0.549616,0.599062,471.66
0.423229,0.300178,0.517694,0.796515,464.87
0.793768,0.770641,0.307845,0.611126,434.28
0.692351,0.733096,0.381094,0.470375,436.3
0.718414,0.671352,0.561742,0.573324,443.66
0.727479,0.828826,0.380104,0.572788,428.27
0.28017,0.281139,0.620886,0.940349,462.94
0.639093,0.85516,0.428112,0.676273,440.29
0.689235,0.63452,0.426627,0.551609,436.17
0.399433,0.235943,0.576837,0.510322,462.25
0.210482,0.285409,0.936154,0.828418,476.9
0.347875,0.290036,0.40485,0.614477,469.93
0.249292,0.216014,0.393714,0.999598,472.9
0.762323,0.91637,0.158872,0.619035,431.74
0.419263,0.009253,0.407077,0.534987,460.97
0.638527,0.47153,0.530809,0.558445,442.81
0.712181,0.834164,0.452116,0.637802,435.65
0.34221,0.287011,0.671368,0.816488,469.6
0.543059,0.392705,0.358822,0.570912,450
0.649575,0.685231,0.594407,0.403351,447.02
0.405382,0.364947,0.377629,0.811796,457.41
0.541926,0.341993,0.59614,0.456971,463.69
0.543909,0.597865,0.530562,0.485791,453.88
0.133428,0.181673,0.803761,0.707239,486.06
0.320963,0.326512,0.78149,0.829223,467.07
0.343343,0.340036,0.803267,0.750402,469.25
0.358357,0.364947,0.40386,0.784584,464.5
0.567139,0.668149,0.449889,0.881769,443.76
0.231161,0.282918,0.685721,0.879088,475.43
0.376204,0.316192,0.564712,0.386059,466.87
0.674788,0.82242,0.426875,0.831233,433.76
0.633428,0.82242,0.427369,0.863271,436.27
0.475637,0.323843,0.519921,0.343164,464.67
0.828329,0.778826,0.18535,0.441421,426.31
0.237394,0.209609,0.491215,0.642359,475.01
0.324363,0.292171,0.417718,0.484316,467.78
0.22238,0.292883,0.997278,0.638472,477.67
0.61728,0.659786,0.461024,0.704558,440.66
0.399433,0.814591,0.66345,0.631233,458.15
0.197734,0.27242,0.6585,0.546113,489.02
0.823513,0.755694,0.397921,0.394504,425.36
0.543059,0.617616,0.578322,0.557909,446.26
0.350992,0.311388,0.96684,0.590214,468.63
0.676487,0.568683,0.481317,0.249598,441.43
0.618697,0.614947,0.428112,0.857507,436.74
0.387252,0.349288,0.471418,0.59504,463.92
0.250142,0.253559,0.629547,0.552949,471.48
0.358924,0.241281,0.56199,0.864477,470.63
0.245326,0.31637,0.432071,0.821716,476.55
0.647025,0.685053,0.630537,0.410054,442.89
0.407649,0.362989,0.54046,0.861662,460.87
0.759207,0.488968,0.324425,0.270375,437.39
0.603966,0.642527,0.397674,0.803485,438.8
0.332578,0.313701,0.363524,0.965013,470.82
0.478754,0.525623,0.599604,0.65992,456.88
0.355241,0.435409,0.334076,0.880295,462.54
0.792635,0.782562,0.394209,0.530429,434.74
0.788385,0.513167,0.497649,0.187668,438.12
0.376771,0.349644,0.596882,0.788606,462.21
0.657507,0.62153,0.60876,0.391287,445.61
0.617564,0.423488,0.23509,0.537131,443.5
0.403399,0.229893,0.531799,0.647855,466.75
0.503683,0.614057,0.62831,0.794504,449.74
0.606799,0.561032,0.494432,0.668499,441.85
0.215297,0.322776,0.69562,0.846917,473.84
0.136544,0.249288,0.67904,0.678552,489.16
0.73881,0.792171,0.37367,0.805094,430.75
0.587252,0.473132,0.356347,0.720107,447.29
0.345326,0.274733,0.823559,0.392225,474.87
0.143343,0.257829,0.489235,0.774531,486.26
0.811898,0.794662,0.414749,0.488874,435.72
0.722946,0.775445,0.350161,0.486193,431.96
0.336827,0.15427,0.641673,0.583244,470.2
0.572805,0.606228,0.346201,0.757239,442.9
0.807649,0.869395,0.381589,0.369705,429.36
0.433994,0.327936,0.574115,0.447453,465.3
0.693768,0.828826,0.340262,0.798391,428.83
0.445892,0.416726,0.591933,0.880831,455.11
0.609915,0.601068,0.608265,0.715147,439.6
0.607649,0.584342,0.589706,0.434584,446.87
0.177337,0.281317,0.656026,0.815952,484.54
0.64136,0.769929,0.507053,0.265282,446.33
0.470255,0.432918,0.340757,0.737131,454.97
0.464873,0.584342,0.598862,0.755496,451.04
0.41728,0.311388,0.54343,0.702949,465.26
0.798867,0.708541,0.494432,0.246515,436.91
0.775637,0.75,0.460035,0.402011,446.97
0.361756,0.294662,0.928731,0.487936,462.69
0.498584,0.695552,0.409552,0.515952,452.55
0.485552,0.713879,0.625588,0.620509,452.85
0.270538,0.273843,0.580302,0.79933,477.5
0.622663,0.589502,0.448156,0.667962,445.87
0.417564,0.29484,0.737936,0.230161,466.77
0.555807,0.601068,0.569661,0.520643,448.51
0.486402,0.618149,0.425637,0.80134,453.37
0.412748,0.536299,0.665924,0.762466,464.58
0.607649,0.602313,0.614204,0.557641,442.38
0.587535,0.791459,0.33853,0.680027,438.54
0.232295,0.274377,0.762683,0.838472,470.82
0.609632,0.513167,0.484534,0.722788,440.11
0.54051,0.769929,0.487751,0.589276,452.05
0.350425,0.506406,0.59416,0.522922,465.25
0.201983,0.297331,0.643653,0.809249,473.34
0.759207,0.791459,0.275427,0.558981,428.25
0.75864,0.884698,0.314031,0.465684,442.7
0.342776,0.264769,0.597377,0.809249,466.24
0.86119,0.827224,0.380104,0.436059,429.15
0.383286,0.322776,0.700074,0.722252,459.77
0.713598,0.782562,0.395694,0.654692,439.26
0.61813,0.715836,0.500124,0.688874,440.56
0.141076,0.233808,0.487998,0.628686,488.69
0.203966,0.274199,0.729522,0.867828,470.84
0.456374,0.335231,0.645385,0.378552,455.37
0.205099,0.27242,0.561247,0.669169,486.55
0.633428,0.85089,0.465974,0.811528,437.27
0.711331,0.68274,0.430586,0.576944,440.35
0.390368,0.487367,0.777283,0.460724,458.87
0.236827,0.286477,0.654541,0.770509,480.13
0.250708,0.216014,0.409057,0.942359,472.86
0.868839,0.792349,0.521901,0.279223,434.13
0.771671,0.762989,0.370948,0.229357,433.92
0.88102,0.859786,0.534521,0.335925,426.28
0.12153,0.261744,0.67607,0.558713,494.43
0.660057,0.673488,0.478099,0.777748,443.43
0.172238,0.814591,0.631279,0.816756,474.66
0.595184,0.793238,0.291017,0.642225,437.32
0.349008,0.321174,0.553576,0.403083,461.96
0.212748,0.194662,0.86637,0.689812,478.55
0.284703,0.270285,0.666419,0.883244,473.31
0.233428,0.268683,0.638951,0.56059,469.06
0.266572,0.264413,0.448404,0.752145,476.7
0.846176,0.808363,0.276169,0.387936,429.55
0.23966,0.302135,0.737441,0.901072,474.55
0.213314,0.274199,0.476367,0.874665,477.36
0.765439,0.730961,0.385548,0.696113,430.01
0.628895,0.74395,0.360059,0.82185,443.09
0.222946,0.286833,0.62732,0.609651,473.31
0.369688,0.344306,0.628805,0.320375,466.38
0.196317,0.194662,0.551596,0.48807,438.63
0.417564,0.370463,0.422668,0.951475,455.8
0.732011,0.410142,0.38728,0.438204,440.94
0.234844,0.281317,0.650582,0.79504,479.95
0.763173,0.702491,0.413759,0.43807,441.3
0.479887,0.671352,0.626083,0.834853,450.98
0.467705,0.349466,0.736946,0.279088,471.43
0.75949,0.762989,0.427122,0.586461,428.08
0.273371,0.244484,0.427617,0.999866,470.55
0.343059,0.321174,0.550111,0.483646,464.76
0.597167,0.879359,0.418213,0.750804,443.7
0.547309,0.392705,0.348429,0.518767,448.83
0.650708,0.775445,0.356347,0.603217,435.93
0.431161,0.399822,0.298194,0.725469,460.43
0.668555,0.707473,0.572136,0.373056,442.86
0.556941,0.632918,0.335808,0.834718,442.75
0.254674,0.285231,0.664439,0.650402,478.75
0.27932,0.192527,0.572631,0.480965,472.76
0.504249,0.556762,0.686711,0.511796,457.41
0.557224,0.392705,0.346201,0.509115,449.2
0.557224,0.739324,0.38827,0.789946,447.42
0.350142,0.316192,0.545657,0.309115,471.08
0.632861,0.698754,0.688691,0.435657,448.87
0.764873,0.780605,0.501114,0.182574,433.74
0.416997,0.370463,0.428359,0.936461,458.67
0.574788,0.760854,0.490473,0.726676,440.08
0.408215,0.454093,0.530562,0.999062,454.94
0.257507,0.27242,0.588221,0.529893,482.4
0.342493,0.264057,0.500866,0.862601,464.17
0.815864,0.921886,0.410789,0.638472,430.46
0.115864,0.364947,0.503836,0.823592,481.27
0.109348,0.364947,0.396437,0.907909,478.44
0.453541,0.722064,0.508537,0.83874,452.82
0.213314,0.287011,0.685226,0.96555,471.04
0.715581,0.73968,0.604553,0.399732,446.48
0.671671,0.829537,0.346449,0.822788,433.42
0.894051,0.955338,0.353873,0.497051,430.42
0.579037,0.73274,0.29077,0.852413,437.19
0.751558,0.683452,0.514972,0.47681,439.75
0.879887,0.817794,0.283841,0.390483,433.15
0.227479,0.27331,0.725563,0.700134,477.52
0.396317,0.506406,0.568671,0.575335,463.09
0.570822,0.827224,0.408067,0.675871,441.52
0.183853,0.266726,0.482059,0.973324,481.77
0.186402,0.194662,0.556793,0.491555,479.57
0.304249,0.253025,0.440238,0.688204,472.31
0.639093,0.716192,0.534769,0.537668,443.13
0.895751,0.792171,0.345707,0.258445,435.59
0.31813,0.279004,0.826033,0.592359,464.91
0.331728,0.249644,0.495422,0.78378,474.82
0.273371,0.241103,0.481317,0.694504,477.5
0.508215,0.568683,0.442217,0.720241,443.63
0.152408,0.249288,0.662707,0.606032,480.4
0.706799,0.811744,0.365009,0.870643,437.83
0.789235,0.829537,0.303638,0.56555,425.14
0.879603,0.730961,0.447661,0.260456,429.32
0.232578,0.487367,0.718634,0.64504,473.09
0.441926,0.270285,0.272705,0.687802,461.47
0.700283,0.716192,0.529572,0.339678,442.64
0.793484,0.789858,0.425637,0.528954,442.6
0.814448,0.779004,0.361297,0.609115,432.26
0.343059,0.322776,0.699084,0.842895,461.45
0.513598,0.234164,0.631279,0.406702,450.48
0.544476,0.345552,0.37367,0.150938,459.72
0.836261,0.708541,0.47216,0.148257,435.77
0.28017,0.281139,0.66048,0.830161,464.12
0.428612,0.448932,0.639941,0.920375,460.64
0.686969,0.755694,0.405098,0.547051,432.28
0.384703,0.301068,0.357832,0.747855,467.3
0.259773,0.216014,0.451126,0.964477,472.34
0.753541,0.868327,0.430586,0.623727,439.2
0.086969,0.265302,0.489235,0.656166,491.29
0.135127,0.27242,0.675328,0.610054,494.84
0.339377,0.260498,0.572383,0.597989,461.16
0.71813,0.817794,0.369216,0.85134,430.53
0.165439,0.27847,0.77753,0.95992,475.89
0.410482,0.281139,0.370948,0.684316,463.47
0.601416,0.685053,0.666667,0.458713,446.22
0.677904,0.7121,0.413512,0.385791,452.94
0.637394,0.332562,0.328384,0.639946,442.69
0.612465,0.780605,0.499876,0.508311,441.6
0.371105,0.383274,0.660728,0.972386,461.73
0.834844,0.884698,0.309329,0.321314,438.63
0.680737,0.755694,0.405098,0.45563,433.32
0.644759,0.435231,0.59218,0.532038,452.3
0.328895,0.403559,0.463747,0.98874,461.36
0.665722,0.715836,0.452116,0.725871,440.96
0.594051,0.614947,0.455085,0.847453,440.87
0.52068,0.596085,0.529819,0.617694,450.67
0.458074,0.253915,0.310072,0.758177,466.69
0.592068,0.887367,0.435288,0.687668,444
0.336261,0.290747,0.650829,0.784316,464.46
0.653258,0.718683,0.335561,0.53874,435.6
0.16204,0.291459,0.731502,0.875201,487.25
0.656091,0.769573,0.448156,0.395174,453.26
0.332578,0.273132,0.649344,0.668633,467.21
0.194051,0.262456,0.989112,0.66689,479.76
0.425779,0.349644,0.575353,0.672654,456.85
0.6017,0.770641,0.3415,0.681903,447.34
0.450142,0.43452,0.30438,0.999062,451.24
0.498017,0.769573,0.450384,0.951072,446.47
0.8,0.56121,0.349666,0.219839,437.55
0.510198,0.685765,0.502351,0.715818,449.61
0.489802,0.554626,0.675328,0.681233,455.52
0.443626,0.323843,0.526107,0.390751,460.87
0.624646,0.364947,0.366741,0.31059,446.67
0.694051,0.683452,0.526107,0.587131,440.1
0.706232,0.792349,0.521406,0.352011,436.02
0.230312,0.268683,0.643653,0.575737,473.74
0.713881,0.816548,0.18733,0.836327,431.38
0.543909,0.459609,0.384806,0.749732,446.2
0.939377,0.857651,0.33853,0.256434,435.15
0.586402,0.769929,0.549616,0.423995,450.75
0.544476,0.748932,0.547389,0.57681,447.11
0.771671,0.89395,0.612225,0.343164,439.14
0.61728,0.566014,0.419451,0.652949,446.05
0.107932,0.325445,0.618906,0.695308,481.69
0.548159,0.713879,0.596387,0.63311,446.37
0.568839,0.591815,0.5756,0.657239,450.05
0.22238,0.261388,0.566444,0.851206,481.14
0.676487,0.599822,0.346449,0.761126,440.6
0.184703,0.226335,0.644642,0.646381,481.89
0.156091,0.282206,0.557535,0.960992,484.21
0.546742,0.290214,0.483791,0.365952,460.33
0.295751,0.273843,0.572383,0.76193,475.07
0.644759,0.473132,0.319475,0.596649,448.15
0.420113,0.419217,0.461767,0.713137,452.56
0.276487,0.2879,0.674091,0.584182,476.89
0.776771,0.89395,0.614452,0.357909,438.92
0.865722,0.755694,0.381836,0.426676,426.76
0.690085,0.596085,0.535264,0.344772,443.69
0.120113,0.237011,0.608018,0.543834,483.5
0.193484,0.290036,0.52586,0.735657,481.89
0.68272,0.89395,0.627073,0.497185,443.2
0.657507,0.614947,0.420935,0.679759,436.64
0.684136,0.760142,0.444692,0.556434,435.84
0.671105,0.603381,0.495669,0.580697,442.65
0.369405,0.349644,0.500619,0.803887,460.19
0.488669,0.342883,0.280624,0.789142,456.54
0.379887,0.290214,0.502103,0.557775,469.93
0.687252,0.818683,0.388765,0.722788,439.25
0.164589,0.344306,0.684732,0.595174,486.07
0.428612,0.432028,0.7805,0.585255,459.25
0.690368,0.779004,0.337788,0.809517,436
0.569405,0.415302,0.346449,0.782976,449.8
0.607082,0.68363,0.599109,0.512601,446.95
0.585552,0.439324,0.313289,0.761394,442.56
0.311331,0.281139,0.731007,0.812735,462.72
0.690085,0.73274,0.231131,0.670777,433.81
0.790368,0.85089,0.481564,0.502681,427.04
0.15864,0.245552,0.552833,0.872654,486.91
0.409065,0.58363,0.629795,0.710858,458.31
0.353258,0.346619,0.790646,0.71756,474.57
0.575354,0.401601,0.312051,0.789678,443.41
0.601983,0.685765,0.511012,0.53244,447.36
0.330028,0.257829,0.49171,0.635121,472.5
0.706799,0.420996,0.372927,0.596381,439.4
0.758074,0.463879,0.473398,0.297989,450.04
0.240793,0.228114,0.621876,0.597051,476.31
0.755241,0.780605,0.502103,0.203351,434.12
0.185269,0.274199,0.467211,0.867158,478.82
0.64051,0.568683,0.45954,0.406971,443.94
0.675071,0.439324,0.348429,0.565147,440.86
0.166572,0.259786,0.767384,0.852815,478.05
0.275637,0.358541,0.601336,0.770241,474.73
0.391218,0.276335,0.349418,0.719169,466.15
0.479603,0.351068,0.528335,0.214209,456.25
0.518697,0.722064,0.421678,0.679357,447.46
0.454391,0.405338,0.600594,0.819303,451.9
0.436261,0.490036,0.668646,0.6937,460.88
0.543343,0.742171,0.303885,0.762064,442.02
0.449858,0.373665,0.659738,0.818767,462.81
0.531728,0.42331,0.706013,0.410054,453.87
0.289802,0.229359,0.499629,0.762601,472.13
0.772238,0.823488,0.326157,0.58941,440.51
0.566572,0.713523,0.521653,0.356568,444.66
0.21728,0.274733,0.765405,0.716086,485.36
0.336544,0.346797,0.593912,0.728016,470.78
0.86034,0.789858,0.421925,0.366622,438.26
0.613881,0.620463,0.470676,0.722788,437.44
0.736827,0.902669,0.36971,0.677078,434.52
0.664306,0.871352,0.541945,0.723861,433.49
0.348725,0.313701,0.352388,0.705094,468.45
0.604249,0.621174,0.634001,0.736997,442.59
0.451275,0.454093,0.561,0.860858,457.71
0.236261,0.281317,0.655531,0.76059,480.71
0.185269,0.327936,0.576837,0.799866,484.21
0.525212,0.769573,0.452363,0.819437,450.89
0.573654,0.36032,0.529819,0.699598,455.61
0.391785,0.335409,0.67508,0.773727,462.42
0.212748,0.201068,0.855481,0.605898,479.13
0.778187,0.717972,0.516456,0.301475,445.49
0.161756,0.253559,0.636476,0.715818,481.54
0.772521,0.754982,0.445929,0.407507,442.78
0.162606,0.31121,0.453353,0.907373,484.93
0.699717,0.341815,0.363029,0.357507,445.32
0.7,0.686477,0.627073,0.225871,440.47
0.177337,0.281317,0.656026,0.815952,484.54
0.666856,0.673488,0.480574,0.731903,442.23
0.270538,0.286833,0.4927,0.678284,465.37
0.285552,0.271886,0.702796,0.959786,476.99
0.52068,0.738434,0.496907,0.524665,454.84
0.516431,0.419217,0.451621,0.581233,447.89
0.241076,0.247687,0.585746,0.919169,478.88
0.288952,0.286833,0.615194,0.551072,469.08
0.60255,0.649466,0.508537,0.791957,441.44
0.509915,0.73274,0.519426,0.730965,449.07
0.631445,0.81726,0.372927,0.563003,442.8
0.35864,0.253025,0.455828,0.5937,467.34
0.862323,0.92847,0.434793,0.388874,430.86
0.21813,0.274911,0.564217,0.763539,475.29
0.306516,0.286833,0.413759,0.832842,461.09
0.824363,0.904626,0.387033,0.435925,434.94
0.186119,0.246619,0.547884,0.664611,478.82
0.589802,0.566014,0.419203,0.695308,433.54
0.110482,0.274199,0.732492,0.835657,487.48
0.319547,0.325801,0.478347,0.88941,474.45
0.592351,0.659075,0.430339,0.740349,445.22
0.619263,0.834164,0.453601,0.869839,435.94
0.464023,0.330961,0.469686,0.725469,464.58
0.673371,0.385231,0.534769,0.508981,454.39
0.141076,0.260498,0.646375,0.75429,480.83
0.488385,0.669039,0.682752,0.770509,454.26
0.666006,0.683452,0.536006,0.658579,441.5
0.376204,0.251957,0.597872,0.628284,469.8
0.612748,0.834164,0.455085,0.837399,438.34
0.18272,0.344306,0.691908,0.579893,485.19
0.436544,0.201957,0.516704,0.567828,465.32
0.726629,0.760142,0.499134,0.280563,433.72
0.275071,0.261032,0.610492,0.835255,472.31
0.729178,0.672064,0.495669,0.613003,440.75
0.132861,0.233808,0.520416,0.865147,486.78
0.326912,0.253025,0.483049,0.776005,465.85
0.55779,0.614057,0.647365,0.683646,444.05
0.584986,0.410142,0.39025,0.741153,442.57
0.573371,0.675267,0.482554,0.688874,444.37
0.466572,0.280071,0.225439,0.537936,460.03
0.36119,0.506406,0.581044,0.521448,463.64
0.685269,0.802669,0.413759,0.658177,435.05
0.320963,0.272242,0.583519,0.927614,466.95
0.633428,0.606406,0.489235,0.710054,447.13
0.688385,0.850712,0.418461,0.531099,434.94
0.214448,0.345374,0.68102,0.800268,473.9
0.480453,0.424377,0.477852,0.444102,454.86
0.232011,0.254448,0.592428,0.715147,479.97
0.234844,0.332206,0.376639,0.867694,471.59
0.241926,0.265302,0.301905,0.896247,477.8
0.315581,0.262278,0.554813,0.810322,471.07
0.565156,0.401601,0.308092,0.813941,444.77
0.65864,0.480427,0.539718,0.568633,454.13
0.186402,0.486833,0.820836,0.820375,473.45
0.616147,0.827224,0.415244,0.659786,439.48
0.616714,0.595374,0.415491,0.748257,445.01
0.535411,0.36032,0.513487,0.761796,457.4
0.328329,0.292171,0.428359,0.522922,466.68
0.24221,0.286477,0.60975,0.891153,478.27
